P_ID,amenity,geometry,Latitude,Longitude,grid number,Slow,Fast,Rapid,Total
302,parking,POINT (-2.892704468325703 56.48675400788765),56.48675401,-2.892704481,345,0,0,0,0
303,parking,POINT (-2.892173837243657 56.48543196773824),56.48543197,-2.89217385,345,0,0,0,0
304,parking,POINT (-2.876607419428395 56.46683977056047),56.46683977,-2.876607432,355,0,0,0,0
305,parking,POINT (-2.877570466922241 56.46507107690343),56.46507108,-2.87757048,355,0,0,0,0
306,parking,POINT (-2.878728986965931 56.46854694999342),56.46854695,-2.878729,355,0,0,0,0
307,parking,POINT (-2.877529934674864 56.46844229955904),56.4684423,-2.877529948,355,0,0,0,0
308,parking,POINT (-2.877588636965502 56.46706159999184),56.4670616,-2.87758865,355,0,0,0,0
309,parking,POINT (-2.883748068624695 56.46952200947162),56.46952201,-2.883748082,356,0,0,0,0
310,parking,POINT (-2.87396168742653 56.46787710294939),56.4678771,-2.8739617,369,0,0,0,0
311,parking,POINT (-2.872655908881649 56.46640733425598),56.46640733,-2.872655922,369,0,0,0,0
312,parking,POINT (-2.872891019469697 56.46470943020226),56.46470943,-2.872891033,369,0,0,0,0
313,parking,POINT (-2.867839192336507 56.46773294969626),56.46773295,-2.867839205,369,0,0,0,0
314,parking,POINT (-2.871183098826904 56.46650362414123),56.46650362,-2.871183112,369,0,0,0,0
315,parking,POINT (-2.87194632506792 56.46710320501497),56.46710321,-2.871946338,369,0,0,0,0
316,parking,POINT (-2.868003256880812 56.46826788663622),56.46826789,-2.86800327,369,0,0,0,0
317,parking,POINT (-2.867052396070946 56.46390750829446),56.46390751,-2.867052409,382,0,0,0,0
318,parking,POINT (-2.865267516389766 56.47685789354041),56.47685789,-2.865267529,385,0,0,0,0
319,parking,POINT (-2.855273686947719 56.46793934999016),56.46793935,-2.8552737,397,0,0,0,0
320,parking,POINT (-2.858265131370948 56.47464333599857),56.47464334,-2.858265144,399,0,0,0,0
321,parking,POINT (-2.85733913082554 56.47856778097255),56.47856778,-2.857339144,399,0,0,0,0
322,parking,POINT (-2.853758372997233 56.48317393213979),56.48317393,-2.853758386,400,0,0,0,0
323,parking,POINT (-2.85198532613075 56.48393211133703),56.48393211,-2.851985339,400,0,0,0,0
324,parking,POINT (-2.857337978822466 56.48188386923751),56.48188387,-2.857337992,400,0,0,0,0
